,category,date,source,day,day_of_week,key_category,name_category
359,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=18, tm_min=0, tm_sec=0, tm_wday=4, tm_yday=364, tm_isdst=0)",https://lenta.ru/rss/,30.12.2022,4,business,Экономика и бизнес
360,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=17, tm_min=5, tm_sec=0, tm_wday=4, tm_yday=364, tm_isdst=0)",https://lenta.ru/rss/,30.12.2022,4,business,Экономика и бизнес
361,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=16, tm_min=31, tm_sec=0, tm_wday=4, tm_yday=364, tm_isdst=0)",https://lenta.ru/rss/,30.12.2022,4,business,Экономика и бизнес
362,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=15, tm_min=50, tm_sec=0, tm_wday=4, tm_yday=364, tm_isdst=0)",https://lenta.ru/rss/,30.12.2022,4,business,Экономика и бизнес
363,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=15, tm_min=39, tm_sec=0, tm_wday=4, tm_yday=364, tm_isdst=0)",https://lenta.ru/rss/,30.12.2022,4,business,Экономика и бизнес
364,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=14, tm_min=32, tm_sec=0, tm_wday=4, tm_yday=364, tm_isdst=0)",https://lenta.ru/rss/,30.12.2022,4,business,Экономика и бизнес
365,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=14, tm_min=18, tm_sec=0, tm_wday=4, tm_yday=364, tm_isdst=0)",https://lenta.ru/rss/,30.12.2022,4,business,Экономика и бизнес
366,Экономика и бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=31, tm_hour=7, tm_min=11, tm_sec=7, tm_wday=5, tm_yday=365, tm_isdst=0)",https://tass.ru/rss/v2.xml,31.12.2022,5,business,Экономика и бизнес
367,Экономика и бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=31, tm_hour=7, tm_min=7, tm_sec=26, tm_wday=5, tm_yday=365, tm_isdst=0)",https://tass.ru/rss/v2.xml,31.12.2022,5,business,Экономика и бизнес
368,Экономика и бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=31, tm_hour=7, tm_min=1, tm_sec=29, tm_wday=5, tm_yday=365, tm_isdst=0)",https://tass.ru/rss/v2.xml,31.12.2022,5,business,Экономика и бизнес
369,Экономика и бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=31, tm_hour=6, tm_min=59, tm_sec=11, tm_wday=5, tm_yday=365, tm_isdst=0)",https://tass.ru/rss/v2.xml,31.12.2022,5,business,Экономика и бизнес
370,Экономика и бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=31, tm_hour=6, tm_min=12, tm_sec=39, tm_wday=5, tm_yday=365, tm_isdst=0)",https://tass.ru/rss/v2.xml,31.12.2022,5,business,Экономика и бизнес
371,Экономика и бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=31, tm_hour=5, tm_min=39, tm_sec=43, tm_wday=5, tm_yday=365, tm_isdst=0)",https://tass.ru/rss/v2.xml,31.12.2022,5,business,Экономика и бизнес
372,Экономика и бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=31, tm_hour=5, tm_min=6, tm_sec=27, tm_wday=5, tm_yday=365, tm_isdst=0)",https://tass.ru/rss/v2.xml,31.12.2022,5,business,Экономика и бизнес
373,Экономика и бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=31, tm_hour=4, tm_min=25, tm_sec=53, tm_wday=5, tm_yday=365, tm_isdst=0)",https://tass.ru/rss/v2.xml,31.12.2022,5,business,Экономика и бизнес
374,Экономика и бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=31, tm_hour=2, tm_min=19, tm_sec=40, tm_wday=5, tm_yday=365, tm_isdst=0)",https://tass.ru/rss/v2.xml,31.12.2022,5,business,Экономика и бизнес
375,Экономика и бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=31, tm_hour=1, tm_min=50, tm_sec=37, tm_wday=5, tm_yday=365, tm_isdst=0)",https://tass.ru/rss/v2.xml,31.12.2022,5,business,Экономика и бизнес
376,Экономика и бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=22, tm_min=58, tm_sec=52, tm_wday=4, tm_yday=364, tm_isdst=0)",https://tass.ru/rss/v2.xml,30.12.2022,4,business,Экономика и бизнес
377,Экономика и бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=22, tm_min=49, tm_sec=33, tm_wday=4, tm_yday=364, tm_isdst=0)",https://tass.ru/rss/v2.xml,30.12.2022,4,business,Экономика и бизнес
378,Экономика и бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=21, tm_min=55, tm_sec=9, tm_wday=4, tm_yday=364, tm_isdst=0)",https://tass.ru/rss/v2.xml,30.12.2022,4,business,Экономика и бизнес
379,Экономика и бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=20, tm_min=50, tm_sec=36, tm_wday=4, tm_yday=364, tm_isdst=0)",https://tass.ru/rss/v2.xml,30.12.2022,4,business,Экономика и бизнес
380,Экономика и бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=20, tm_min=42, tm_sec=47, tm_wday=4, tm_yday=364, tm_isdst=0)",https://tass.ru/rss/v2.xml,30.12.2022,4,business,Экономика и бизнес
381,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=31, tm_hour=5, tm_min=43, tm_sec=16, tm_wday=5, tm_yday=365, tm_isdst=0)",https://www.vedomosti.ru/rss/news,31.12.2022,5,business,Экономика и бизнес
382,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=19, tm_min=56, tm_sec=12, tm_wday=4, tm_yday=364, tm_isdst=0)",https://www.vedomosti.ru/rss/news,30.12.2022,4,business,Экономика и бизнес
383,Финансы,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=19, tm_min=12, tm_sec=56, tm_wday=4, tm_yday=364, tm_isdst=0)",https://www.vedomosti.ru/rss/news,30.12.2022,4,business,Экономика и бизнес
384,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=18, tm_min=52, tm_sec=41, tm_wday=4, tm_yday=364, tm_isdst=0)",https://www.vedomosti.ru/rss/news,30.12.2022,4,business,Экономика и бизнес
385,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=17, tm_min=30, tm_sec=0, tm_wday=4, tm_yday=364, tm_isdst=0)",https://www.vedomosti.ru/rss/news,30.12.2022,4,business,Экономика и бизнес
386,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=17, tm_min=4, tm_sec=58, tm_wday=4, tm_yday=364, tm_isdst=0)",https://www.vedomosti.ru/rss/news,30.12.2022,4,business,Экономика и бизнес
387,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=16, tm_min=47, tm_sec=36, tm_wday=4, tm_yday=364, tm_isdst=0)",https://www.vedomosti.ru/rss/news,30.12.2022,4,business,Экономика и бизнес
388,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=16, tm_min=32, tm_sec=4, tm_wday=4, tm_yday=364, tm_isdst=0)",https://www.vedomosti.ru/rss/news,30.12.2022,4,business,Экономика и бизнес
389,Финансы,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=15, tm_min=14, tm_sec=1, tm_wday=4, tm_yday=364, tm_isdst=0)",https://www.vedomosti.ru/rss/news,30.12.2022,4,business,Экономика и бизнес
390,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=15, tm_min=11, tm_sec=46, tm_wday=4, tm_yday=364, tm_isdst=0)",https://www.vedomosti.ru/rss/news,30.12.2022,4,business,Экономика и бизнес
391,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=14, tm_min=27, tm_sec=16, tm_wday=4, tm_yday=364, tm_isdst=0)",https://www.vedomosti.ru/rss/news,30.12.2022,4,business,Экономика и бизнес
392,Финансы,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=13, tm_min=52, tm_sec=43, tm_wday=4, tm_yday=364, tm_isdst=0)",https://www.vedomosti.ru/rss/news,30.12.2022,4,business,Экономика и бизнес
393,Финансы,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=12, tm_min=25, tm_sec=58, tm_wday=4, tm_yday=364, tm_isdst=0)",https://www.vedomosti.ru/rss/news,30.12.2022,4,business,Экономика и бизнес
394,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=12, tm_min=22, tm_sec=48, tm_wday=4, tm_yday=364, tm_isdst=0)",https://www.vedomosti.ru/rss/news,30.12.2022,4,business,Экономика и бизнес
395,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=11, tm_min=48, tm_sec=11, tm_wday=4, tm_yday=364, tm_isdst=0)",https://www.vedomosti.ru/rss/news,30.12.2022,4,business,Экономика и бизнес
396,Финансы,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=9, tm_min=45, tm_sec=12, tm_wday=4, tm_yday=364, tm_isdst=0)",https://www.vedomosti.ru/rss/news,30.12.2022,4,business,Экономика и бизнес
397,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=9, tm_min=7, tm_sec=4, tm_wday=4, tm_yday=364, tm_isdst=0)",https://www.vedomosti.ru/rss/news,30.12.2022,4,business,Экономика и бизнес
398,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=8, tm_min=56, tm_sec=47, tm_wday=4, tm_yday=364, tm_isdst=0)",https://www.vedomosti.ru/rss/news,30.12.2022,4,business,Экономика и бизнес
399,Финансы,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=7, tm_min=44, tm_sec=8, tm_wday=4, tm_yday=364, tm_isdst=0)",https://www.vedomosti.ru/rss/news,30.12.2022,4,business,Экономика и бизнес
400,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=5, tm_min=30, tm_sec=31, tm_wday=4, tm_yday=364, tm_isdst=0)",https://www.vedomosti.ru/rss/news,30.12.2022,4,business,Экономика и бизнес
401,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=5, tm_min=3, tm_sec=7, tm_wday=4, tm_yday=364, tm_isdst=0)",https://www.vedomosti.ru/rss/news,30.12.2022,4,business,Экономика и бизнес
402,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=4, tm_min=22, tm_sec=30, tm_wday=4, tm_yday=364, tm_isdst=0)",https://www.vedomosti.ru/rss/news,30.12.2022,4,business,Экономика и бизнес
403,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=29, tm_hour=18, tm_min=12, tm_sec=16, tm_wday=3, tm_yday=363, tm_isdst=0)",https://www.vedomosti.ru/rss/news,29.12.2022,3,business,Экономика и бизнес
404,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=29, tm_hour=17, tm_min=44, tm_sec=34, tm_wday=3, tm_yday=363, tm_isdst=0)",https://www.vedomosti.ru/rss/news,29.12.2022,3,business,Экономика и бизнес
405,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=29, tm_hour=15, tm_min=49, tm_sec=34, tm_wday=3, tm_yday=363, tm_isdst=0)",https://www.vedomosti.ru/rss/news,29.12.2022,3,business,Экономика и бизнес
406,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=29, tm_hour=15, tm_min=4, tm_sec=57, tm_wday=3, tm_yday=363, tm_isdst=0)",https://www.vedomosti.ru/rss/news,29.12.2022,3,business,Экономика и бизнес
407,Финансы,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=29, tm_hour=14, tm_min=27, tm_sec=45, tm_wday=3, tm_yday=363, tm_isdst=0)",https://www.vedomosti.ru/rss/news,29.12.2022,3,business,Экономика и бизнес
408,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=29, tm_hour=13, tm_min=55, tm_sec=37, tm_wday=3, tm_yday=363, tm_isdst=0)",https://www.vedomosti.ru/rss/news,29.12.2022,3,business,Экономика и бизнес
409,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=29, tm_hour=13, tm_min=23, tm_sec=32, tm_wday=3, tm_yday=363, tm_isdst=0)",https://www.vedomosti.ru/rss/news,29.12.2022,3,business,Экономика и бизнес
410,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=29, tm_hour=12, tm_min=21, tm_sec=55, tm_wday=3, tm_yday=363, tm_isdst=0)",https://www.vedomosti.ru/rss/news,29.12.2022,3,business,Экономика и бизнес
411,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=29, tm_hour=12, tm_min=18, tm_sec=33, tm_wday=3, tm_yday=363, tm_isdst=0)",https://www.vedomosti.ru/rss/news,29.12.2022,3,business,Экономика и бизнес
412,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=29, tm_hour=11, tm_min=51, tm_sec=38, tm_wday=3, tm_yday=363, tm_isdst=0)",https://www.vedomosti.ru/rss/news,29.12.2022,3,business,Экономика и бизнес
413,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=29, tm_hour=11, tm_min=49, tm_sec=59, tm_wday=3, tm_yday=363, tm_isdst=0)",https://www.vedomosti.ru/rss/news,29.12.2022,3,business,Экономика и бизнес
414,Финансы,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=29, tm_hour=11, tm_min=40, tm_sec=30, tm_wday=3, tm_yday=363, tm_isdst=0)",https://www.vedomosti.ru/rss/news,29.12.2022,3,business,Экономика и бизнес
415,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=29, tm_hour=10, tm_min=11, tm_sec=3, tm_wday=3, tm_yday=363, tm_isdst=0)",https://www.vedomosti.ru/rss/news,29.12.2022,3,business,Экономика и бизнес
416,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=29, tm_hour=9, tm_min=40, tm_sec=50, tm_wday=3, tm_yday=363, tm_isdst=0)",https://www.vedomosti.ru/rss/news,29.12.2022,3,business,Экономика и бизнес
417,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=29, tm_hour=9, tm_min=39, tm_sec=17, tm_wday=3, tm_yday=363, tm_isdst=0)",https://www.vedomosti.ru/rss/news,29.12.2022,3,business,Экономика и бизнес
418,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=29, tm_hour=9, tm_min=23, tm_sec=47, tm_wday=3, tm_yday=363, tm_isdst=0)",https://www.vedomosti.ru/rss/news,29.12.2022,3,business,Экономика и бизнес
419,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=29, tm_hour=8, tm_min=25, tm_sec=2, tm_wday=3, tm_yday=363, tm_isdst=0)",https://www.vedomosti.ru/rss/news,29.12.2022,3,business,Экономика и бизнес
420,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=29, tm_hour=7, tm_min=50, tm_sec=7, tm_wday=3, tm_yday=363, tm_isdst=0)",https://www.vedomosti.ru/rss/news,29.12.2022,3,business,Экономика и бизнес
421,Недвижимость,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=29, tm_hour=7, tm_min=44, tm_sec=38, tm_wday=3, tm_yday=363, tm_isdst=0)",https://www.vedomosti.ru/rss/news,29.12.2022,3,business,Экономика и бизнес
422,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=29, tm_hour=5, tm_min=22, tm_sec=53, tm_wday=3, tm_yday=363, tm_isdst=0)",https://www.vedomosti.ru/rss/news,29.12.2022,3,business,Экономика и бизнес
423,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=28, tm_hour=21, tm_min=0, tm_sec=57, tm_wday=2, tm_yday=362, tm_isdst=0)",https://www.vedomosti.ru/rss/news,28.12.2022,2,business,Экономика и бизнес
424,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=28, tm_hour=17, tm_min=56, tm_sec=24, tm_wday=2, tm_yday=362, tm_isdst=0)",https://www.vedomosti.ru/rss/news,28.12.2022,2,business,Экономика и бизнес
425,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=28, tm_hour=17, tm_min=28, tm_sec=7, tm_wday=2, tm_yday=362, tm_isdst=0)",https://www.vedomosti.ru/rss/news,28.12.2022,2,business,Экономика и бизнес
426,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=28, tm_hour=16, tm_min=48, tm_sec=40, tm_wday=2, tm_yday=362, tm_isdst=0)",https://www.vedomosti.ru/rss/news,28.12.2022,2,business,Экономика и бизнес
427,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=28, tm_hour=15, tm_min=44, tm_sec=5, tm_wday=2, tm_yday=362, tm_isdst=0)",https://www.vedomosti.ru/rss/news,28.12.2022,2,business,Экономика и бизнес
428,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=28, tm_hour=15, tm_min=31, tm_sec=37, tm_wday=2, tm_yday=362, tm_isdst=0)",https://www.vedomosti.ru/rss/news,28.12.2022,2,business,Экономика и бизнес
429,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=28, tm_hour=14, tm_min=51, tm_sec=44, tm_wday=2, tm_yday=362, tm_isdst=0)",https://www.vedomosti.ru/rss/news,28.12.2022,2,business,Экономика и бизнес
430,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=28, tm_hour=14, tm_min=20, tm_sec=39, tm_wday=2, tm_yday=362, tm_isdst=0)",https://www.vedomosti.ru/rss/news,28.12.2022,2,business,Экономика и бизнес
431,Бизнес,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=28, tm_hour=13, tm_min=57, tm_sec=9, tm_wday=2, tm_yday=362, tm_isdst=0)",https://www.vedomosti.ru/rss/news,28.12.2022,2,business,Экономика и бизнес
432,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=28, tm_hour=12, tm_min=47, tm_sec=11, tm_wday=2, tm_yday=362, tm_isdst=0)",https://www.vedomosti.ru/rss/news,28.12.2022,2,business,Экономика и бизнес
433,Экономика,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=28, tm_hour=12, tm_min=44, tm_sec=1, tm_wday=2, tm_yday=362, tm_isdst=0)",https://www.vedomosti.ru/rss/news,28.12.2022,2,business,Экономика и бизнес
434,Спорт,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=31, tm_hour=2, tm_min=39, tm_sec=17, tm_wday=5, tm_yday=365, tm_isdst=0)",https://lenta.ru/rss/,31.12.2022,5,sport,Спорт
435,Спорт,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=31, tm_hour=0, tm_min=12, tm_sec=0, tm_wday=5, tm_yday=365, tm_isdst=0)",https://lenta.ru/rss/,31.12.2022,5,sport,Спорт
436,Спорт,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=21, tm_min=28, tm_sec=3, tm_wday=4, tm_yday=364, tm_isdst=0)",https://lenta.ru/rss/,30.12.2022,4,sport,Спорт
437,Спорт,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=19, tm_min=50, tm_sec=0, tm_wday=4, tm_yday=364, tm_isdst=0)",https://lenta.ru/rss/,30.12.2022,4,sport,Спорт
438,Спорт,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=18, tm_min=32, tm_sec=16, tm_wday=4, tm_yday=364, tm_isdst=0)",https://lenta.ru/rss/,30.12.2022,4,sport,Спорт
439,Спорт,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=18, tm_min=13, tm_sec=0, tm_wday=4, tm_yday=364, tm_isdst=0)",https://lenta.ru/rss/,30.12.2022,4,sport,Спорт
440,Спорт,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=17, tm_min=39, tm_sec=57, tm_wday=4, tm_yday=364, tm_isdst=0)",https://lenta.ru/rss/,30.12.2022,4,sport,Спорт
441,Спорт,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=16, tm_min=10, tm_sec=0, tm_wday=4, tm_yday=364, tm_isdst=0)",https://lenta.ru/rss/,30.12.2022,4,sport,Спорт
442,Спорт,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=14, tm_min=34, tm_sec=0, tm_wday=4, tm_yday=364, tm_isdst=0)",https://lenta.ru/rss/,30.12.2022,4,sport,Спорт
443,Спорт,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=31, tm_hour=6, tm_min=3, tm_sec=49, tm_wday=5, tm_yday=365, tm_isdst=0)",https://tass.ru/rss/v2.xml,31.12.2022,5,sport,Спорт
444,Спорт,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=31, tm_hour=6, tm_min=1, tm_sec=51, tm_wday=5, tm_yday=365, tm_isdst=0)",https://tass.ru/rss/v2.xml,31.12.2022,5,sport,Спорт
445,Спорт,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=31, tm_hour=4, tm_min=27, tm_sec=41, tm_wday=5, tm_yday=365, tm_isdst=0)",https://tass.ru/rss/v2.xml,31.12.2022,5,sport,Спорт
446,Спорт,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=22, tm_min=30, tm_sec=45, tm_wday=4, tm_yday=364, tm_isdst=0)",https://tass.ru/rss/v2.xml,30.12.2022,4,sport,Спорт
447,Спорт,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=21, tm_min=11, tm_sec=1, tm_wday=4, tm_yday=364, tm_isdst=0)",https://tass.ru/rss/v2.xml,30.12.2022,4,sport,Спорт
448,Спорт,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=21, tm_min=6, tm_sec=28, tm_wday=4, tm_yday=364, tm_isdst=0)",https://tass.ru/rss/v2.xml,30.12.2022,4,sport,Спорт
449,Спорт,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=20, tm_min=50, tm_sec=57, tm_wday=4, tm_yday=364, tm_isdst=0)",https://tass.ru/rss/v2.xml,30.12.2022,4,sport,Спорт
450,Спорт,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=20, tm_min=9, tm_sec=37, tm_wday=4, tm_yday=364, tm_isdst=0)",https://tass.ru/rss/v2.xml,30.12.2022,4,sport,Спорт
451,Наука и техника,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=19, tm_min=37, tm_sec=0, tm_wday=4, tm_yday=364, tm_isdst=0)",https://lenta.ru/rss/,30.12.2022,4,science,Наука и техника
452,Наука и техника,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=17, tm_min=50, tm_sec=0, tm_wday=4, tm_yday=364, tm_isdst=0)",https://lenta.ru/rss/,30.12.2022,4,science,Наука и техника
453,Наука и техника,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=17, tm_min=35, tm_sec=0, tm_wday=4, tm_yday=364, tm_isdst=0)",https://lenta.ru/rss/,30.12.2022,4,science,Наука и техника
454,Наука и техника,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=17, tm_min=3, tm_sec=0, tm_wday=4, tm_yday=364, tm_isdst=0)",https://lenta.ru/rss/,30.12.2022,4,science,Наука и техника
455,Наука и техника,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=16, tm_min=17, tm_sec=0, tm_wday=4, tm_yday=364, tm_isdst=0)",https://lenta.ru/rss/,30.12.2022,4,science,Наука и техника
456,Наука и техника,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=15, tm_min=20, tm_sec=0, tm_wday=4, tm_yday=364, tm_isdst=0)",https://lenta.ru/rss/,30.12.2022,4,science,Наука и техника
457,Космос,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=23, tm_min=14, tm_sec=17, tm_wday=4, tm_yday=364, tm_isdst=0)",https://tass.ru/rss/v2.xml,30.12.2022,4,science,Наука и техника
458,Космос,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=22, tm_min=9, tm_sec=12, tm_wday=4, tm_yday=364, tm_isdst=0)",https://tass.ru/rss/v2.xml,30.12.2022,4,science,Наука и техника
459,Армия и ОПК,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=31, tm_hour=7, tm_min=14, tm_sec=17, tm_wday=5, tm_yday=365, tm_isdst=0)",https://tass.ru/rss/v2.xml,31.12.2022,5,unknown,Неизвестно
460,Северный Кавказ,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=31, tm_hour=6, tm_min=26, tm_sec=8, tm_wday=5, tm_yday=365, tm_isdst=0)",https://tass.ru/rss/v2.xml,31.12.2022,5,unknown,Неизвестно
461,Армия и ОПК,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=31, tm_hour=6, tm_min=6, tm_sec=40, tm_wday=5, tm_yday=365, tm_isdst=0)",https://tass.ru/rss/v2.xml,31.12.2022,5,unknown,Неизвестно
462,Москва,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=31, tm_hour=3, tm_min=1, tm_sec=55, tm_wday=5, tm_yday=365, tm_isdst=0)",https://tass.ru/rss/v2.xml,31.12.2022,5,unknown,Неизвестно
463,Москва,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=31, tm_hour=1, tm_min=4, tm_sec=53, tm_wday=5, tm_yday=365, tm_isdst=0)",https://tass.ru/rss/v2.xml,31.12.2022,5,unknown,Неизвестно
464,Москва,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=31, tm_hour=0, tm_min=8, tm_sec=37, tm_wday=5, tm_yday=365, tm_isdst=0)",https://tass.ru/rss/v2.xml,31.12.2022,5,unknown,Неизвестно
465,Москва,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=21, tm_min=40, tm_sec=48, tm_wday=4, tm_yday=364, tm_isdst=0)",https://tass.ru/rss/v2.xml,30.12.2022,4,unknown,Неизвестно
466,Москва,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=21, tm_min=24, tm_sec=30, tm_wday=4, tm_yday=364, tm_isdst=0)",https://tass.ru/rss/v2.xml,30.12.2022,4,unknown,Неизвестно
467,Москва,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=21, tm_min=18, tm_sec=29, tm_wday=4, tm_yday=364, tm_isdst=0)",https://tass.ru/rss/v2.xml,30.12.2022,4,unknown,Неизвестно
468,Москва,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=21, tm_min=14, tm_sec=38, tm_wday=4, tm_yday=364, tm_isdst=0)",https://tass.ru/rss/v2.xml,30.12.2022,4,unknown,Неизвестно
469,Армия и ОПК,"time.struct_time(tm_year=2022, tm_mon=12, tm_mday=30, tm_hour=21, tm_min=0, tm_sec=38, tm_wday=4, tm_yday=364, tm_isdst=0)",https://tass.ru/rss/v2.xml,30.12.2022,4,unknown,Неизвестно
